unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
11180089,JA552531,16/12/2017 18:00:00,0000X E RANDOLPH ST,0870,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,111,1,42,32,06,1176561,1901291,2017,04/05/2018 15:51:04,"41,88449431","-87,62709824","(41.884494306, -87.627098243)"
11203468,JB115396,13/01/2018 20:15:00,0000X E RANDOLPH ST,0870,THEFT,POCKET-PICKING,OTHER,FALSE,FALSE,111,1,42,32,06,1176453,1901289,2018,04/05/2018 15:51:04,"41,88449126","-87,62749489","(41.884491256, -87.627494889)"
6111511,HP205322,03/03/2008 07:55:00,004XX W MADISON ST,0870,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,111,1,2,28,06,1173505,1900319,2008,10/02/2018 15:50:01,"41,88189554","-87,63834908","(41.881895543, -87.638349075)"
9408024,HW550571,27/11/2013 13:30:00,0000X W WASHINGTON ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1176057,1900822,2013,10/02/2018 15:50:01,"41,88321871","-87,62896311","(41.883218711, -87.628963112)"
6122008,HP216114,09/03/2008 14:20:00,0000X N WACKER DR,0890,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,FALSE,FALSE,111,1,42,32,06,1173863,1900534,2008,28/02/2018 15:56:25,"41,88247755","-87,63702811","(41.882477553, -87.637028112)"
8780957,HV454422,29/08/2012 23:00:00,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1177257,1901911,2012,10/02/2018 15:50:01,"41,88617987","-87,62452366","(41.886179873, -87.624523664)"
11336574,JB292027,02/06/2018 19:00:00,003XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1177246,1902333,2018,09/06/2018 15:50:10,"41,88733811","-87,62455126","(41.887338112, -87.624551258)"
11360390,JB323635,26/06/2018 15:38:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2018,03/07/2018 15:55:36,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
11255887,JB185536,14/03/2018 13:45:00,002XX N WABASH AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176777,1901808,2018,04/05/2018 15:51:04,"41,8859081","-87,62628943","(41.885908101, -87.626289429)"
11320097,JB270264,19/05/2018 16:35:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2018,26/05/2018 15:48:23,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
11380351,JB350043,14/07/2018 21:18:00,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1176582,1901291,2018,21/07/2018 15:49:07,"41,88449383","-87,62702113","(41.884493832, -87.627021129)"
7697084,HS504471,30/08/2010 18:00:00,005XX W MADISON ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,28,06,1173039,1900311,2010,10/02/2018 15:50:01,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
2829762,HJ491249,24/06/2003 17:00:00,005XX W MADISON ST,0890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,111,1,42,28,06,1172573,1900294,2003,28/02/2018 15:56:25,"41,8818476","-87,64177207","(41.881847601, -87.641772074)"
9660563,HX310283,19/06/2014 14:00:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176330,1901657,2014,10/02/2018 15:50:01,"41,88550384","-87,62793545","(41.885503844, -87.627935448)"
9458472,HX111526,10/01/2014 15:00:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2014,10/02/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
8812688,HV462023,12/06/2012 00:01:00,0000X E LAKE ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1176970,1901745,2012,10/02/2018 15:50:01,"41,88573086","-87,62558261","(41.88573086, -87.625582609)"
8947597,HV619581,28/12/2012 15:40:00,001XX N WABASH AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1176799,1900994,2012,10/02/2018 15:50:01,"41,88367394","-87,62623327","(41.883673944, -87.626233272)"
8915835,HV588580,03/12/2012 15:30:00,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,111,1,42,32,06,1177258,1901856,2012,10/02/2018 15:50:01,"41,88602893","-87,62452166","(41.886028927, -87.62452166)"
9109659,HW254387,30/04/2013 15:30:00,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1177276,1901405,2013,10/02/2018 15:50:01,"41,88479095","-87,62446924","(41.884790951, -87.624469241)"
11541871,JB561635,20/12/2018 17:30:00,0000X W WACKER DR,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176020,1902133,2018,27/12/2018 16:09:37,"41,886817","-87,62905947","(41.886817001, -87.629059469)"
13098442,JG289887,01/06/2023 16:00:00,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,111,1,34,32,06,1176904,1901295,2023,19/08/2023 15:40:26,"41,88449753","-87,6258386","(41.884497529, -87.625838595)"
10638922,HZ390454,13/08/2016 12:00:00,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1177270,1901551,2016,10/02/2018 15:50:01,"41,88519172","-87,62448685","(41.885191719, -87.624486846)"
5339797,HN196859,23/02/2007 20:00:00,0000X N WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1173863,1900534,2007,28/02/2018 15:56:25,"41,88247755","-87,63702811","(41.882477553, -87.637028112)"
3496730,HK569905,20/08/2004 12:30:00,001XX S RIVERSIDE PLZ,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,2,28,06,1173421,1899683,2004,10/02/2018 15:50:01,"41,88015219","-87,63867642","(41.880152185, -87.638676422)"
9701402,HX351712,19/07/2014 10:30:00,003XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1177245,1902375,2014,10/02/2018 15:50:01,"41,88745339","-87,62455366","(41.887453385, -87.624553656)"
9043496,HW188728,11/03/2013 19:30:00,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1177276,1901405,2013,10/02/2018 15:50:01,"41,88479095","-87,62446924","(41.884790951, -87.624469241)"
9055433,HW199515,20/03/2013 08:00:00,0000X E WACKER DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176971,1902537,2013,10/02/2018 15:50:01,"41,88790413","-87,62555495","(41.887904127, -87.625554948)"
9167434,HW312859,10/06/2013 15:00:00,0000X E LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176637,1901750,2013,10/02/2018 15:50:01,"41,88575211","-87,62680529","(41.88575211, -87.626805287)"
9147138,HW292952,27/05/2013 16:00:00,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,111,1,42,32,06,1177257,1901911,2013,10/02/2018 15:50:01,"41,88617987","-87,62452366","(41.886179873, -87.624523664)"
6830876,HR238227,27/03/2009 11:45:00,002XX S CANAL ST,0890,THEFT,FROM BUILDING,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,111,1,2,28,06,1173177,1899236,2009,28/02/2018 15:56:25,"41,878931","-87,63958562","(41.878931004, -87.639585621)"
6608535,HP681050,13/11/2008 11:00:00,002XX S RIVERSIDE PLZ,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,111,1,2,28,06,1173472,1899214,2008,28/02/2018 15:56:25,"41,87886409","-87,6385031","(41.878864086, -87.638503099)"
5821138,HN630316,04/10/2007 17:30:00,001XX N WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1173848,1901372,2007,28/02/2018 15:56:25,"41,88477741","-87,63705823","(41.88477741, -87.637058225)"
10987548,JA313771,18/06/2017 01:30:00,002XX N State St,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176327,1901797,2017,10/02/2018 15:50:01,"41,88588808","-87,62794224","(41.885888079, -87.627942238)"
11018931,JA349413,15/07/2017 18:15:00,0000X E WASHINGTON ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176884,1900830,2017,10/02/2018 15:50:01,"41,883222","-87,62592611","(41.883221997, -87.625926112)"
4551378,HM140991,23/01/2006 15:00:00,001XX N WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1173911,1901340,2006,28/02/2018 15:56:25,"41,8846882","-87,63682784","(41.884688197, -87.636827836)"
3778973,HL149835,28/01/2005 16:00:00,001XX N CANAL ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,28,06,1173108,1900956,2005,28/02/2018 15:56:25,"41,88365232","-87,63978794","(41.883652324, -87.639787936)"
6986250,HR391088,20/06/2009 09:00:00,0000X N WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1173928,1900646,2009,28/02/2018 15:56:25,"41,88278344","-87,6367861","(41.88278344, -87.636786095)"
2276489,HH559389,05/08/2002 11:30:00,005XX W MADISON ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,28,06,1173039,1900311,2002,28/02/2018 15:56:25,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
9358762,HW502403,22/10/2013 00:10:00,002XX N STATE ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176327,1901797,2013,10/02/2018 15:50:01,"41,88588808","-87,62794224","(41.885888079, -87.627942238)"
9347716,HW491213,11/10/2013 16:15:00,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,111,1,42,32,06,1176904,1901295,2013,10/02/2018 15:50:01,"41,88449753","-87,6258386","(41.884497529, -87.625838595)"
9339594,HW483486,07/10/2013 13:30:00,003XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1177242,1902518,2013,10/02/2018 15:50:01,"41,88784585","-87,62456034","(41.887845852, -87.624560336)"
11853177,JC463422,06/10/2019 13:00:00,0000X W RANDOLPH ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1175768,1901280,2019,13/10/2019 18:26:29,"41,88448199","-87,63001054","(41.884481993, -87.630010542)"
3018034,HJ725062,28/10/2003 11:30:00,002XX S WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,32,06,1173895,1899278,2003,28/02/2018 15:56:25,"41,8790303","-87,63694803","(41.879030298, -87.636948032)"
9615858,HX265593,17/05/2014 07:00:00,0000X W WACKER DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176210,1902134,2014,10/02/2018 15:50:01,"41,88681546","-87,62836172","(41.886815464, -87.628361716)"
9573933,HX224588,15/04/2014 16:02:00,0000X W RANDOLPH ST,0890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,111,1,42,32,06,1176157,1901285,2014,10/02/2018 15:50:01,"41,88448696","-87,62858195","(41.884486956, -87.628581948)"
12003215,JD178262,02/03/2020 17:00:00,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,SIDEWALK,FALSE,FALSE,111,1,42,32,06,,,2020,09/03/2020 15:42:32,,,
13589834,JH419219,06/09/2024 21:38:00,0000X E LAKE ST,0890,THEFT,FROM BUILDING,CONVENIENCE STORE,FALSE,FALSE,111,1,42,32,06,1176905,1901744,2024,17/05/2025 15:40:52,"41,88572959","-87,62582133","(41.885729587, -87.625821329)"
13746972,JJ147220,11/02/2025 18:30:00,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,34,32,06,1176904,1901295,2025,17/05/2025 15:40:52,"41,88449753","-87,6258386","(41.884497529, -87.625838595)"
8392541,HT621575,11/10/2011 10:00:00,0000X N WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,32,06,1173863,1900534,2011,04/02/2016 06:33:39,"41,88247755","-87,63702811","(41.882477553, -87.637028112)"
8457403,HV134247,27/01/2012 09:40:00,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,111,1,42,32,06,1176904,1901295,2012,10/02/2018 15:50:01,"41,88449753","-87,6258386","(41.884497529, -87.625838595)"
11040089,JA374652,28/07/2017 15:00:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176351,1900954,2017,10/02/2018 15:50:01,"41,8835743","-87,62787956","(41.883574299, -87.627879555)"
11062328,JA400429,21/08/2017 13:00:00,0000X E LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1177130,1901750,2017,10/02/2018 15:50:01,"41,88574096","-87,62499491","(41.885740958, -87.624994912)"
11186947,JA561935,24/12/2017 09:35:00,003XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1177244,1902417,2017,04/05/2018 15:51:04,"41,88756866","-87,62455606","(41.887568658, -87.624556055)"
4899750,HM515189,02/08/2006 12:00:00,001XX S CANAL ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,2,28,06,1173161,1899672,2006,28/02/2018 15:56:25,"41,88012777","-87,63963143","(41.880127771, -87.639631429)"
6117756,HP211099,29/02/2008 16:30:00,005XX W VAN BUREN ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,28,06,1172646,1898435,2008,28/02/2018 15:56:25,"41,87674477","-87,64155904","(41.876744768, -87.641559043)"
2538370,HJ118412,06/11/2002 14:34:00,001XX S CANAL ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,FALSE,FALSE,111,1,2,28,06,1173162,1899653,2002,28/02/2018 15:56:25,"41,88007561","-87,63962832","(41.880075611, -87.639628321)"
3890575,HL266558,31/03/2005 15:00:00,001XX N CLINTON ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,42,28,06,1172709,1900998,2005,10/02/2018 15:50:01,"41,88377641","-87,64125184","(41.883776414, -87.641251842)"
3820570,HL190886,19/02/2005 15:30:00,002XX S CANAL ST,0890,THEFT,FROM BUILDING,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,111,1,2,28,06,1173177,1899236,2005,28/02/2018 15:56:25,"41,878931","-87,63958562","(41.878931004, -87.639585621)"
11241825,JB166913,26/02/2018 18:00:00,001XX N WABASH AVE,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176785,1901635,2018,04/05/2018 15:51:04,"41,8854332","-87,62626529","(41.885433199, -87.626265286)"
10275353,HY463050,15/10/2015 12:45:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2015,10/02/2018 15:50:01,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
12263071,JE104787,05/01/2021 09:15:00,0000X W WACKER DR,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,111,1,42,32,06,1175668,1902130,2021,16/01/2021 15:39:23,"41,88681669","-87,63035218","(41.886816689, -87.630352182)"
10470070,HZ208765,31/03/2016 16:00:00,0000X W WACKER DR,0890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1176020,1902133,2016,10/02/2018 15:50:01,"41,886817","-87,62905947","(41.886817001, -87.629059469)"
3397943,HK453745,24/06/2004 13:30:00,001XX S CLINTON ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,28,06,1172750,1899670,2004,28/02/2018 15:56:25,"41,88013139","-87,64114062","(41.880131389, -87.641140619)"
12225994,JD436865,20/11/2020 13:50:00,001XX N STATE ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),TRUE,FALSE,111,1,42,32,06,1176345,1901114,2020,17/12/2020 15:40:05,"41,88401348","-87,62789676","(41.884013483, -87.627896757)"
5417972,HN253071,28/03/2007 19:02:32,001XX N JEFFERSON ST,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,111,1,42,28,06,1172312,1900935,2007,10/02/2018 15:50:01,"41,88361231","-87,64271151","(41.883612314, -87.642711511)"
5098031,HM699015,03/11/2006 12:03:32,0000X N RIVERSIDE PLZ,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,42,28,07,1173412,1900435,2006,28/02/2018 15:56:25,"41,88221592","-87,63868712","(41.88221592, -87.638687118)"
2853957,HJ514927,22/07/2003 04:00:00,007XX W VAN BUREN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,2,28,07,1171954,1898418,2003,28/02/2018 15:56:25,"41,8767134","-87,64410033","(41.876713396, -87.644100332)"
9850489,HX498947,07/11/2014 11:30:00,0000X E LAKE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,42,32,07,1176441,1901747,2014,10/02/2018 15:50:01,"41,8857483","-87,62752512","(41.885748304, -87.627525121)"
13546956,JH367609,28/07/2024 20:00:00,0000X E RANDOLPH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,111,1,42,32,07,1176550,1901291,2024,17/05/2025 15:40:52,"41,88449455","-87,62713864","(41.884494554, -87.627138636)"
11037635,JA371907,31/07/2017 11:45:00,0000X E WASHINGTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,42,32,07,1177236,1900835,2017,10/02/2018 15:50:01,"41,88322775","-87,62463341","(41.883227747, -87.624633411)"
10856105,JA161494,20/02/2017 15:00:00,001XX N WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,42,32,07,1176798,1901032,2017,10/02/2018 15:50:01,"41,88377824","-87,62623579","(41.883778241, -87.626235794)"
3712029,HK811672,16/12/2004 05:30:00,001XX S JEFFERSON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,2,28,07,1172352,1899646,2004,28/02/2018 15:56:25,"41,88007433","-87,64260273","(41.88007433, -87.642602726)"
3611898,HK702876,22/10/2004 17:05:00,005XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,2,28,07,1172573,1898899,2004,10/02/2018 15:50:01,"41,87801963","-87,64181335","(41.878019629, -87.641813347)"
1745330,G553876,15/09/2001 12:30:00,006XX W WASHINGTON BV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,111,1,,,07,1172296,1900814,2001,17/08/2015 15:03:40,"41,88328064","-87,64277384","(41.883280635, -87.64277384)"
1820850,G653020,18/10/2001 14:45:00,003XX W LAKE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,,,07,1174260,1901685,2001,17/08/2015 15:03:40,"41,88562712","-87,63553597","(41.885627118, -87.635535968)"
